Student ID,Question ID,Correct,Difficulty,Discrimination,Guessing Probability,Concept
5,182,0,2.5,2.5,0.25,Tree
5,57,0,1.5,1.5,0.25,Linked List
5,236,1,0.5,0.5,0.27,Graph
5,112,0,2.5,2.5,0.25,Queue
5,47,0,1.5,1.5,0.25,Linked List
5,23,1,2.5,2.5,0.25,Linked List
5,38,0,1.5,1.5,0.25,Linked List
5,101,0,1.5,2.5,0.25,Queue
5,51,1,1.5,1.5,0.25,Linked List
6,145,0,2.5,2.5,0.25,Tree
6,4,1,1.5,2.5,0.25,Array
6,109,1,0.5,0.5,0.25,Queue
6,191,0,2.5,2.5,0.2,Tree
6,15,0,1.5,1.5,0.25,Array
6,195,0,2.5,2.5,0.2,Tree
6,181,0,2.5,2.5,0.25,Tree
6,170,0,2.5,2.5,0.25,Tree
6,128,1,2.5,2.5,0.25,Queue
6,97,0,2.5,2.5,0.25,Stack
6,271,0,1.5,1.5,0.25,Graph
6,182,0,2.5,2.5,0.25,Tree
6,55,0,2.5,2.5,0.25,Linked List
6,48,0,0.5,0.5,0.25,Linked List
6,90,1,0.5,0.5,0.25,Stack
6,145,0,2.5,2.5,0.25,Tree
6,178,0,2.5,2.5,0.25,Tree
6,123,0,2.5,2.5,0.25,Queue
6,234,0,0.5,0.5,0.27,Graph
6,148,0,2.5,2.5,0.25,Tree
6,56,1,2.5,2.5,0.25,Linked List
6,145,0,2.5,2.5,0.25,Tree
6,81,1,0.5,0.5,0.25,Stack
6,160,0,2.5,2.5,0.25,Tree
6,209,0,1.5,1.5,0.25,Tree
6,182,0,2.5,2.5,0.25,Tree
6,167,0,2.5,2.5,0.25,Tree
6,264,1,1.5,1.5,0.25,Graph
6,30,1,2.5,2.5,0.25,Linked List
6,63,1,2.5,2.5,0.25,Linked List
7,269,0,2.5,2.5,0.2,Graph
7,271,1,1.5,1.5,0.25,Graph
7,201,1,1.5,1.5,0.25,Tree
7,156,1,1.5,2.5,0.25,Tree
7,204,1,1.5,1.5,0.25,Tree
7,115,1,0.5,0.5,0.25,Queue
7,9,0,2.5,2.5,0.25,Array
7,146,1,2.5,2.5,0.25,Tree
7,28,0,1.5,1.5,0.25,Linked List
7,97,0,2.5,2.5,0.25,Stack
7,273,0,1.5,1.5,0.25,Graph
7,281,0,1.5,1.5,0.25,Graph
7,80,0,2.5,2.5,0.25,Stack
7,147,1,2.5,2.5,0.25,Tree
7,125,0,1.5,1.5,0.25,Queue
7,258,0,1.5,1.5,0.25,Graph
7,45,1,0.5,0.5,0.25,Linked List
7,78,0,1.5,2.5,0.25,Stack
7,32,0,2.5,2.5,0.25,Linked List
7,202,0,1.5,1.5,0.25,Tree
7,159,1,2.5,2.5,0.25,Tree
7,38,1,1.5,1.5,0.25,Linked List
7,97,1,2.5,2.5,0.25,Stack
7,199,0,1.5,1.5,0.25,Tree
7,171,1,1.5,1.5,0.25,Tree
7,8,0,0.5,0.5,0.25,Array
7,135,0,2.5,2.5,0.25,Tree
7,137,0,0.5,0.5,0.25,Tree
7,218,0,1.5,1.5,0.25,Tree
7,104,1,1.5,1.5,0.25,Queue
8,68,1,1.5,1.5,0.25,Linked List
8,5,1,2.5,2.5,0.25,Array
8,34,0,1.5,1.5,0.25,Linked List
8,95,0,2.5,2.5,0.25,Stack
8,33,0,2.5,2.5,0.25,Linked List
8,212,1,1.5,1.5,0.25,Tree
8,236,1,0.5,0.5,0.27,Graph
8,278,1,0.5,0.5,0.27,Graph
8,77,0,1.5,1.5,0.25,Stack
8,267,0,1.5,1.5,0.25,Graph
8,38,0,1.5,1.5,0.25,Linked List
8,282,1,0.5,0.5,0.27,Graph
8,111,0,1.5,2.5,0.25,Queue
8,96,0,2.5,2.5,0.25,Stack
8,287,1,1.5,1.5,0.25,Graph
8,256,1,0.5,0.5,0.27,Graph
8,11,0,0.5,0.5,0.25,Array
8,258,1,1.5,1.5,0.25,Graph
8,63,1,2.5,2.5,0.25,Linked List
8,194,1,2.5,2.5,0.2,Tree
8,47,0,1.5,1.5,0.25,Linked List
8,236,1,0.5,0.5,0.27,Graph
8,248,1,0.5,0.5,0.27,Graph
8,166,1,2.5,2.5,0.25,Tree
8,242,1,0.5,0.5,0.27,Graph
8,101,1,1.5,2.5,0.25,Queue
8,173,1,1.5,1.5,0.25,Tree
8,129,0,2.5,2.5,0.25,Queue
8,16,0,0.5,0.5,0.25,Array
8,39,1,2.5,2.5,0.25,Linked List
9,16,1,0.5,0.5,0.25,Array
9,260,1,1.5,1.5,0.25,Graph
9,300,0,1.5,1.5,0.25,Graph
9,103,1,1.5,2.5,0.25,Queue
9,206,1,1.5,1.5,0.25,Tree
9,261,0,1.5,1.5,0.25,Graph
9,97,0,2.5,2.5,0.25,Stack
9,221,0,1.5,1.5,0.25,Tree
9,123,1,2.5,2.5,0.25,Queue
9,237,0,0.5,0.5,0.27,Graph
9,189,0,2.5,2.5,0.2,Tree
9,206,1,1.5,1.5,0.25,Tree
9,21,1,1.5,2.5,0.25,Linked List
9,169,0,2.5,2.5,0.25,Tree
9,10,0,1.5,1.5,0.25,Array
9,76,0,2.5,2.5,0.25,Stack
9,181,1,2.5,2.5,0.25,Tree
9,99,0,1.5,2.5,0.25,Stack
9,99,0,1.5,2.5,0.25,Stack
9,43,0,1.5,2.5,0.25,Linked List
9,48,0,0.5,0.5,0.25,Linked List
9,100,0,1.5,2.5,0.25,Queue
9,262,0,1.5,1.5,0.25,Graph
9,154,0,2.5,2.5,0.25,Tree
9,42,1,1.5,1.5,0.25,Linked List
9,8,1,0.5,0.5,0.25,Array
9,169,0,2.5,2.5,0.25,Tree
9,242,1,0.5,0.5,0.27,Graph
9,144,1,0.5,0.5,0.25,Tree
9,165,1,1.5,2.5,0.25,Tree
10,153,0,1.5,1.5,0.25,Tree
10,127,1,0.5,0.5,0.25,Queue
10,210,0,1.5,1.5,0.25,Tree
10,121,0,1.5,2.5,0.25,Queue
10,46,1,2.5,2.5,0.25,Linked List
10,95,0,2.5,2.5,0.25,Stack
10,269,0,2.5,2.5,0.2,Graph
10,79,1,2.5,2.5,0.25,Stack
10,133,0,1.5,2.5,0.25,Tree
10,197,1,1.5,2.5,0.25,Tree
10,230,0,0.5,0.5,0.27,Graph
10,168,0,1.5,1.5,0.25,Tree
10,203,0,1.5,1.5,0.25,Tree
10,29,0,1.5,2.5,0.25,Linked List
10,246,0,1.5,1.5,0.25,Graph
10,153,0,1.5,1.5,0.25,Tree
10,20,0,1.5,1.5,0.25,Array
10,268,0,2.5,2.5,0.2,Graph
10,88,0,2.5,2.5,0.25,Stack
10,152,0,2.5,2.5,0.25,Tree
10,130,0,1.5,2.5,0.25,Tree
10,295,0,0.5,0.5,0.27,Graph
10,216,1,1.5,1.5,0.25,Tree
10,66,1,0.5,0.5,0.25,Linked List
10,285,1,1.5,1.5,0.25,Graph
10,70,0,1.5,2.5,0.25,Stack
10,49,1,0.5,0.5,0.25,Linked List
10,217,0,1.5,1.5,0.25,Tree
10,267,1,1.5,1.5,0.25,Graph
10,301,0,1.5,1.5,0.25,Graph
11,265,0,2.5,2.5,0.2,Graph
11,188,0,1.5,2.5,0.25,Tree
11,161,1,1.5,1.5,0.25,Tree
11,267,0,1.5,1.5,0.25,Graph
11,131,1,0.5,0.5,0.25,Tree
11,250,0,2.5,2.5,0.2,Graph
11,46,0,2.5,2.5,0.25,Linked List
11,99,1,1.5,2.5,0.25,Stack
11,125,0,1.5,1.5,0.25,Queue
11,235,1,0.5,0.5,0.27,Graph
11,228,0,0.5,0.5,0.27,Graph
11,55,1,2.5,2.5,0.25,Linked List
11,31,1,1.5,2.5,0.25,Linked List
11,228,1,0.5,0.5,0.27,Graph
11,86,0,2.5,2.5,0.25,Stack
11,62,0,1.5,2.5,0.25,Linked List
11,89,1,0.5,0.5,0.25,Stack
11,29,0,1.5,2.5,0.25,Linked List
11,208,1,1.5,1.5,0.25,Tree
11,100,0,1.5,2.5,0.25,Queue
11,258,1,1.5,1.5,0.25,Graph
11,272,0,2.5,2.5,0.2,Graph
11,141,0,0.5,0.5,0.25,Tree
11,246,0,1.5,1.5,0.25,Graph
11,118,0,1.5,1.5,0.25,Queue
11,22,1,0.5,1.5,0.25,Linked List
11,70,0,1.5,2.5,0.25,Stack
11,3,0,2.5,2.5,0.25,Array
11,237,1,0.5,0.5,0.27,Graph
11,215,1,1.5,1.5,0.25,Tree
12,148,1,2.5,2.5,0.25,Tree
12,167,1,2.5,2.5,0.25,Tree
12,22,1,0.5,1.5,0.25,Linked List
12,167,0,2.5,2.5,0.25,Tree
12,55,1,2.5,2.5,0.25,Linked List
12,204,1,1.5,1.5,0.25,Tree
12,190,0,1.5,1.5,0.25,Tree
12,228,1,0.5,0.5,0.27,Graph
12,55,1,2.5,2.5,0.25,Linked List
12,87,1,1.5,2.5,0.25,Stack
12,1,0,0.5,1.5,0.25,Array
12,27,0,2.5,2.5,0.25,Linked List
12,187,1,0.5,1.5,0.3,Tree
12,247,0,1.5,1.5,0.25,Graph
12,284,1,1.5,1.5,0.25,Graph
12,220,0,2.5,2.5,0.2,Tree
12,271,1,1.5,1.5,0.25,Graph
12,60,0,1.5,1.5,0.25,Linked List
12,242,1,0.5,0.5,0.27,Graph
12,5,0,2.5,2.5,0.25,Array
12,30,1,2.5,2.5,0.25,Linked List
12,55,0,2.5,2.5,0.25,Linked List
12,76,1,2.5,2.5,0.25,Stack
12,161,0,1.5,1.5,0.25,Tree
12,168,0,1.5,1.5,0.25,Tree
12,211,0,1.5,1.5,0.25,Tree
12,235,1,0.5,0.5,0.27,Graph
12,95,0,2.5,2.5,0.25,Stack
12,209,0,1.5,1.5,0.25,Tree
12,284,1,1.5,1.5,0.25,Graph
13,14,0,1.5,1.5,0.25,Array
13,231,1,0.5,0.5,0.27,Graph
13,7,0,2.5,2.5,0.25,Array
13,73,0,2.5,2.5,0.25,Stack
13,249,0,0.5,0.5,0.27,Graph
13,277,1,1.5,1.5,0.25,Graph
13,87,1,1.5,2.5,0.25,Stack
13,144,0,0.5,0.5,0.25,Tree
13,128,1,2.5,2.5,0.25,Queue
13,97,0,2.5,2.5,0.25,Stack
13,129,1,2.5,2.5,0.25,Queue
13,11,1,0.5,0.5,0.25,Array
13,81,0,0.5,0.5,0.25,Stack
13,222,0,1.5,1.5,0.25,Tree
13,136,1,0.5,0.5,0.25,Tree
13,139,0,2.5,2.5,0.25,Tree
13,194,0,2.5,2.5,0.2,Tree
13,222,0,1.5,1.5,0.25,Tree
13,123,0,2.5,2.5,0.25,Queue
13,177,0,2.5,2.5,0.25,Tree
13,169,0,2.5,2.5,0.25,Tree
13,53,1,0.5,0.5,0.25,Linked List
13,140,0,2.5,2.5,0.25,Tree
13,277,0,1.5,1.5,0.25,Graph
13,108,1,1.5,2.5,0.25,Queue
13,185,0,2.5,2.5,0.25,Tree
13,271,1,1.5,1.5,0.25,Graph
13,192,0,1.5,2.5,0.25,Tree
13,62,1,1.5,2.5,0.25,Linked List
13,105,0,2.5,2.5,0.25,Queue
14,16,0,0.5,0.5,0.25,Array
14,67,1,0.5,0.5,0.25,Linked List
14,63,0,2.5,2.5,0.25,Linked List
14,178,0,2.5,2.5,0.25,Tree
14,127,0,0.5,0.5,0.25,Queue
14,272,0,2.5,2.5,0.2,Graph
14,159,0,2.5,2.5,0.25,Tree
14,11,1,0.5,0.5,0.25,Array
14,26,0,2.5,2.5,0.25,Linked List
14,273,0,1.5,1.5,0.25,Graph
14,296,1,0.5,0.5,0.27,Graph
14,96,0,2.5,2.5,0.25,Stack
14,291,0,0.5,0.5,0.27,Graph
14,165,0,1.5,2.5,0.25,Tree
14,216,0,1.5,1.5,0.25,Tree
14,17,0,1.5,2.5,0.25,Array
14,294,0,0.5,0.5,0.27,Graph
14,80,0,2.5,2.5,0.25,Stack
14,92,0,1.5,2.5,0.25,Stack
14,29,0,1.5,2.5,0.25,Linked List
14,98,0,1.5,1.5,0.25,Stack
14,8,1,0.5,0.5,0.25,Array
14,146,1,2.5,2.5,0.25,Tree
14,23,0,2.5,2.5,0.25,Linked List
14,258,0,1.5,1.5,0.25,Graph
14,167,0,2.5,2.5,0.25,Tree
14,142,0,1.5,2.5,0.25,Tree
14,260,1,1.5,1.5,0.25,Graph
14,96,0,2.5,2.5,0.25,Stack
14,247,1,1.5,1.5,0.25,Graph
15,15,1,1.5,1.5,0.25,Array
15,115,0,0.5,0.5,0.25,Queue
15,279,1,0.5,0.5,0.27,Graph
15,224,1,0.5,0.5,0.27,Graph
15,99,1,1.5,2.5,0.25,Stack
15,6,1,1.5,1.5,0.25,Array
15,281,1,1.5,1.5,0.25,Graph
15,83,1,2.5,2.5,0.25,Stack
15,214,0,1.5,1.5,0.25,Tree
15,100,1,1.5,2.5,0.25,Queue
15,133,1,1.5,2.5,0.25,Tree
15,274,0,2.5,2.5,0.2,Graph
15,3,1,2.5,2.5,0.25,Array
15,201,0,1.5,1.5,0.25,Tree
15,236,0,0.5,0.5,0.27,Graph
15,77,0,1.5,1.5,0.25,Stack
15,21,0,1.5,2.5,0.25,Linked List
15,182,1,2.5,2.5,0.25,Tree
15,180,0,1.5,1.5,0.25,Tree
15,159,1,2.5,2.5,0.25,Tree
15,158,1,2.5,2.5,0.25,Tree
15,229,1,0.5,0.5,0.27,Graph
15,217,0,1.5,1.5,0.25,Tree
15,153,0,1.5,1.5,0.25,Tree
15,23,0,2.5,2.5,0.25,Linked List
15,21,0,1.5,2.5,0.25,Linked List
15,173,1,1.5,1.5,0.25,Tree
15,196,0,2.5,2.5,0.2,Tree
15,243,0,1.5,1.5,0.25,Graph
15,277,1,1.5,1.5,0.25,Graph
16,104,0,1.5,1.5,0.25,Queue
16,273,0,1.5,1.5,0.25,Graph
16,57,0,1.5,1.5,0.25,Linked List
16,213,0,1.5,1.5,0.25,Tree
16,180,0,1.5,1.5,0.25,Tree
16,186,0,1.5,2.5,0.25,Tree
16,260,1,1.5,1.5,0.25,Graph
16,76,0,2.5,2.5,0.25,Stack
16,16,1,0.5,0.5,0.25,Array
16,242,1,0.5,0.5,0.27,Graph
16,295,0,0.5,0.5,0.27,Graph
16,63,0,2.5,2.5,0.25,Linked List
16,102,0,0.5,0.5,0.25,Queue
16,110,1,2.5,2.5,0.25,Queue
16,301,0,1.5,1.5,0.25,Graph
16,238,1,0.5,0.5,0.27,Graph
16,56,1,2.5,2.5,0.25,Linked List
16,168,0,1.5,1.5,0.25,Tree
16,154,0,2.5,2.5,0.25,Tree
16,161,0,1.5,1.5,0.25,Tree
16,132,1,2.5,2.5,0.25,Tree
16,56,0,2.5,2.5,0.25,Linked List
16,196,1,2.5,2.5,0.2,Tree
16,246,1,1.5,1.5,0.25,Graph
16,269,0,2.5,2.5,0.2,Graph
16,165,0,1.5,2.5,0.25,Tree
16,132,0,2.5,2.5,0.25,Tree
16,254,1,1.5,1.5,0.25,Graph
16,149,1,2.5,2.5,0.25,Tree
16,31,1,1.5,2.5,0.25,Linked List
17,183,0,1.5,2.5,0.25,Tree
17,153,1,1.5,1.5,0.25,Tree
17,83,0,2.5,2.5,0.25,Stack
17,281,0,1.5,1.5,0.25,Graph
17,216,0,1.5,1.5,0.25,Tree
17,68,0,1.5,1.5,0.25,Linked List
17,171,1,1.5,1.5,0.25,Tree
17,110,0,2.5,2.5,0.25,Queue
17,168,0,1.5,1.5,0.25,Tree
17,64,0,1.5,2.5,0.25,Linked List
17,201,1,1.5,1.5,0.25,Tree
17,30,1,2.5,2.5,0.25,Linked List
17,145,0,2.5,2.5,0.25,Tree
17,154,0,2.5,2.5,0.25,Tree
17,81,0,0.5,0.5,0.25,Stack
17,98,0,1.5,1.5,0.25,Stack
17,40,1,2.5,2.5,0.25,Linked List
17,64,0,1.5,2.5,0.25,Linked List
17,69,0,1.5,1.5,0.25,Linked List
17,228,0,0.5,0.5,0.27,Graph
17,220,0,2.5,2.5,0.2,Tree
17,276,1,0.5,0.5,0.27,Graph
17,134,0,1.5,2.5,0.25,Tree
17,85,1,0.5,0.5,0.25,Stack
17,283,1,0.5,0.5,0.27,Graph
17,233,1,0.5,0.5,0.27,Graph
17,262,0,1.5,1.5,0.25,Graph
17,259,0,1.5,1.5,0.25,Graph
17,56,1,2.5,2.5,0.25,Linked List
17,14,0,1.5,1.5,0.25,Array
18,278,0,0.5,0.5,0.27,Graph
18,113,1,2.5,2.5,0.25,Queue
18,261,0,1.5,1.5,0.25,Graph
18,168,0,1.5,1.5,0.25,Tree
18,9,0,2.5,2.5,0.25,Array
18,30,0,2.5,2.5,0.25,Linked List
18,129,0,2.5,2.5,0.25,Queue
18,155,0,2.5,2.5,0.25,Tree
18,240,0,0.5,0.5,0.27,Graph
18,265,1,2.5,2.5,0.2,Graph
18,256,0,0.5,0.5,0.27,Graph
18,107,0,2.5,2.5,0.25,Queue
18,40,0,2.5,2.5,0.25,Linked List
18,136,0,0.5,0.5,0.25,Tree
18,65,0,0.5,0.5,0.25,Linked List
18,88,0,2.5,2.5,0.25,Stack
18,144,0,0.5,0.5,0.25,Tree
18,293,0,0.5,0.5,0.27,Graph
18,237,1,0.5,0.5,0.27,Graph
18,159,0,2.5,2.5,0.25,Tree
18,77,0,1.5,1.5,0.25,Stack
18,298,1,1.5,1.5,0.25,Graph
18,5,0,2.5,2.5,0.25,Array
18,255,1,0.5,0.5,0.27,Graph
18,37,0,0.5,0.5,0.25,Linked List
18,134,1,1.5,2.5,0.25,Tree
18,293,1,0.5,0.5,0.27,Graph
18,107,1,2.5,2.5,0.25,Queue
18,113,0,2.5,2.5,0.25,Queue
18,106,0,2.5,2.5,0.25,Queue
19,181,0,2.5,2.5,0.25,Tree
19,245,0,1.5,1.5,0.25,Graph
19,116,0,2.5,2.5,0.25,Queue
19,202,0,1.5,1.5,0.25,Tree
19,66,1,0.5,0.5,0.25,Linked List
19,195,0,2.5,2.5,0.2,Tree
19,17,0,1.5,2.5,0.25,Array
19,270,0,1.5,1.5,0.25,Graph
19,151,0,1.5,1.5,0.25,Tree
19,85,0,0.5,0.5,0.25,Stack
19,74,1,2.5,2.5,0.25,Stack
19,125,0,1.5,1.5,0.25,Queue
19,164,0,2.5,2.5,0.25,Tree
19,294,0,0.5,0.5,0.27,Graph
19,278,0,0.5,0.5,0.27,Graph
19,248,1,0.5,0.5,0.27,Graph
19,244,0,1.5,1.5,0.25,Graph
19,66,1,0.5,0.5,0.25,Linked List
19,239,0,1.5,1.5,0.25,Graph
19,235,1,0.5,0.5,0.27,Graph
19,256,1,0.5,0.5,0.27,Graph
19,288,0,0.5,0.5,0.27,Graph
19,4,0,1.5,2.5,0.25,Array
19,274,0,2.5,2.5,0.2,Graph
19,11,1,0.5,0.5,0.25,Array
19,1,1,0.5,1.5,0.25,Array
19,33,0,2.5,2.5,0.25,Linked List
19,300,0,1.5,1.5,0.25,Graph
19,299,1,1.5,1.5,0.25,Graph
19,150,0,2.5,2.5,0.25,Tree
20,52,1,2.5,2.5,0.25,Linked List
20,195,0,2.5,2.5,0.2,Tree
20,296,1,0.5,0.5,0.27,Graph
20,123,1,2.5,2.5,0.25,Queue
20,12,0,1.5,1.5,0.25,Array
20,256,1,0.5,0.5,0.27,Graph
20,286,1,0.5,0.5,0.27,Graph
20,233,1,0.5,0.5,0.27,Graph
20,298,1,1.5,1.5,0.25,Graph
20,10,1,1.5,1.5,0.25,Array
20,95,0,2.5,2.5,0.25,Stack
20,79,0,2.5,2.5,0.25,Stack
20,218,1,1.5,1.5,0.25,Tree
20,188,1,1.5,2.5,0.25,Tree
20,266,1,2.5,2.5,0.2,Graph
20,139,0,2.5,2.5,0.25,Tree
20,252,1,1.5,1.5,0.25,Graph
20,6,1,1.5,1.5,0.25,Array
20,257,1,2.5,2.5,0.2,Graph
20,179,0,2.5,2.5,0.25,Tree
20,170,0,2.5,2.5,0.25,Tree
20,152,0,2.5,2.5,0.25,Tree
20,81,1,0.5,0.5,0.25,Stack
20,199,1,1.5,1.5,0.25,Tree
20,58,0,1.5,2.5,0.25,Linked List
20,113,0,2.5,2.5,0.25,Queue
20,259,0,1.5,1.5,0.25,Graph
20,197,0,1.5,2.5,0.25,Tree
20,150,0,2.5,2.5,0.25,Tree
20,169,0,2.5,2.5,0.25,Tree
